Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,success_level
Herbie: Fully Loaded,GBA,2005.0,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34,47.0,9.0,6.8,4.0,Buena Vista Interactive,E,1
Teenage Mutant Ninja Turtles,GC,2003.0,Action,Konami Digital Entertainment,0.26,0.07,0.0,0.01,0.34,57.0,25.0,8.0,8.0,Konami,E,1
Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,79.0,76.0,8.1,107.0,Rare Ltd.,T,1
Football Manager Handheld 2008,PSP,2007.0,Sports,Sega,0.0,0.33,0.0,0.0,0.34,75.0,,7.4,,Unknown,Unknown,1
Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,62.0,22.0,7.0,26.0,Omega Force,T,1
The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60.0,39.0,6.2,11.0,Cohort Studios,T,1
Disney Sing It: Pop Hits,PS2,2009.0,Misc,Disney Interactive Studios,0.1,0.02,0.0,0.22,0.34,69.0,,7.1,,Unknown,Unknown,1
Dead or Alive 5,PS4,2015.0,Fighting,Tecmo Koei,0.09,0.13,0.08,0.04,0.34,72.0,,7.6,,Unknown,Unknown,1
My Baby Boy,DS,2008.0,Simulation,Nobilis,0.3,0.01,0.0,0.03,0.34,70.0,,7.5,,Dancing Dots,E,1
Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.0,0.03,0.02,0.34,82.0,41.0,8.7,32.0,1st Playable Productions,E10+,1
Dynasty Warriors: Gundam 2,PS2,2008.0,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8.0,Omega Force,T,1
Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,75.0,37.0,7.1,26.0,TOSE,T,1
Imagine: Movie Star,DS,2008.0,Simulation,Ubisoft,0.31,0.0,0.0,0.03,0.34,70.0,,7.5,,"Ubisoft, Powerhead Games",E,1
Fade to Black,PS,1996.0,Action,Electronic Arts,0.19,0.13,0.0,0.02,0.34,68.0,,7.4,,Unknown,Unknown,1
MXRider,PS2,2001.0,Racing,Atari,0.16,0.13,0.0,0.04,0.34,69.0,16.0,6.8,6.0,Paradigm Entertainment,E,1
Disney Magic World 2,3DS,2015.0,Action,Nintendo,0.02,0.11,0.19,0.01,0.34,68.0,,7.4,,Unknown,Unknown,1
Delta Force: Black Hawk Down,XB,2005.0,Shooter,NovaLogic,0.25,0.07,0.0,0.01,0.34,61.0,37.0,6.6,19.0,Climax Group,T,1
Pirates of the Caribbean: At World's End,X360,2007.0,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21.0,Eurocom Entertainment Software,T,1
Angry Birds Star Wars,3DS,2013.0,Strategy,Activision,0.15,0.15,0.0,0.03,0.34,73.0,,3.0,8.0,Exient Entertainment,E,1
World Championship Poker 2: Featuring Howard Lederer,PS2,2005.0,Misc,Oxygen Interactive,0.16,0.13,0.0,0.04,0.34,67.0,20.0,7.1,,Point of View,T,1
The Eye of Judgment,PS3,2007.0,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.33,75.0,43.0,8.2,51.0,SCEJ,T,1
Sengoku Musou 3 Z,PS3,2011.0,Action,Ackkstudios,0.0,0.0,0.33,0.0,0.33,68.0,,7.4,,Unknown,Unknown,1
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,Ubisoft,0.21,0.11,0.0,0.01,0.33,66.0,14.0,6.0,27.0,Ubisoft Shanghai,T,1
Iron Man 2,DS,2010.0,Action,Sega,0.14,0.16,0.0,0.03,0.33,54.0,7.0,7.4,,Sega Studios San Francisco,E10+,1
Tokyo Highway Battle,PS,1996.0,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33,69.0,,7.4,,Unknown,Unknown,1
NHL 09,PS3,2008.0,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.33,88.0,25.0,7.7,41.0,EA Canada,E10+,1
World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222.0,Square Enix,E10+,1
Beyond Good & Evil,PS2,2003.0,Adventure,Ubisoft,0.16,0.13,0.0,0.04,0.33,66.0,,7.6,,Unknown,Unknown,1
Banjo-Kazooie: Grunty's Revenge,GBA,2003.0,Platform,THQ,0.24,0.09,0.0,0.01,0.33,72.0,21.0,8.1,18.0,Rare Ltd.,E,1
Bomberman World,PS,1998.0,Puzzle,Sony Computer Entertainment,0.06,0.04,0.22,0.02,0.33,70.0,,7.5,,Unknown,Unknown,1
Bejeweled 3,DS,2008.0,Puzzle,Unknown,0.29,0.02,0.0,0.02,0.33,75.0,9.0,7.5,,PopCap,E,1
NHL 17,PS4,2016.0,Sports,Electronic Arts,0.19,0.08,0.0,0.06,0.33,78.0,26.0,5.8,67.0,"EA Canada, EA Vancouver",E10+,1
Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.22,0.0,0.09,0.02,0.33,78.0,27.0,8.6,32.0,Inti Creates,E10+,1
Transformers: Revenge of the Fallen (DS Versions),DS,2009.0,Action,Activision,0.17,0.13,0.0,0.03,0.33,68.0,,7.4,,Unknown,Unknown,1
NCAA Basketball 10,PS3,2009.0,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33,75.0,17.0,7.8,6.0,EA Canada,E,1
Star Ocean 5: Integrity and Faithlessness,PS4,2016.0,Role-Playing,Square Enix,0.07,0.09,0.15,0.03,0.33,74.0,,7.8,,Unknown,Unknown,1
Jeanne d'Arc,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33,87.0,45.0,8.2,74.0,Level 5,T,1
Deathtrap Dungeon,PS,1998.0,Action,Eidos Interactive,0.19,0.13,0.0,0.02,0.33,68.0,,7.4,,Unknown,Unknown,1
Tales of the World: Radiant Mythology 2,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33,74.0,,7.8,,Unknown,Unknown,1
Night at the Museum: Battle of the Smithsonian,DS,2009.0,Action,Majesco Entertainment,0.12,0.18,0.0,0.04,0.33,68.0,,7.4,,Fizz Factor,E,1
Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,Electronic Arts,0.19,0.11,0.0,0.03,0.33,44.0,31.0,5.4,24.0,EA Bright Light,T,1
Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,0.33,64.0,9.0,6.4,7.0,TOSE,E,1
Ape Escape Academy,PSP,2004.0,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,51.0,48.0,5.8,4.0,Shift,E10+,1
WWE Wrestlemania XIX,GC,2003.0,Fighting,THQ,0.26,0.07,0.0,0.01,0.33,76.0,26.0,8.7,47.0,Yuke's,T,1
The Sims 2,GC,2005.0,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.33,73.0,22.0,8.3,8.0,Maxis,T,1
Hulk,XB,2003.0,Action,Universal Interactive,0.25,0.07,0.0,0.01,0.33,69.0,25.0,7.7,9.0,Radical Entertainment,T,1
Untold Legends: The Warriors Code,PSP,2006.0,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08,0.33,65.0,46.0,8.3,28.0,Sony Online Entertainment,T,1
Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,91.0,18.0,9.1,72.0,Namco,E,1
Deus Ex: Invisible War,XB,2003.0,Shooter,Eidos Interactive,0.25,0.07,0.0,0.01,0.33,84.0,50.0,7.6,37.0,Ion Storm,M,1
Disney's Treasure Planet,PS2,2002.0,Action,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,68.0,,7.4,,Bizarre Creations,E,1
NASCAR Thunder 2002,XB,2001.0,Racing,Electronic Arts,0.25,0.07,0.0,0.01,0.33,82.0,17.0,7.4,,EA Tiburon,E,1
The King of Fighters XIII,X360,2011.0,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,SNK Playmore,T,1
BeatMania Append GottaMix,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.31,0.02,0.33,70.0,,7.5,,Unknown,Unknown,1
Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,0.26,0.07,0.0,0.01,0.33,75.0,22.0,8.6,8.0,Avalanche Software,E,1
Fracture,X360,2008.0,Shooter,LucasArts,0.15,0.14,0.0,0.04,0.33,63.0,60.0,6.2,45.0,Day 1 Studios,T,1
Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,From Software,M,1
Bookworm,DS,2009.0,Puzzle,PopCap Games,0.3,0.01,0.0,0.02,0.33,80.0,5.0,7.5,,PopCap,E,1
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,TT Games,E10+,1
Bee Movie Game,Wii,2007.0,Action,Activision,0.3,0.01,0.0,0.03,0.33,62.0,16.0,7.6,7.0,Smart Bomb Interactive,E,1
Kelly Slater's Pro Surfer,PS2,2002.0,Sports,Activision,0.16,0.13,0.0,0.04,0.33,77.0,19.0,8.4,15.0,Treyarch,E,1
Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6.0,82.0,City Interactive,M,1
Shrek SuperSlam,GBA,2005.0,Action,Activision,0.24,0.09,0.0,0.01,0.33,58.0,4.0,7.4,,"Amaze Entertainment, Griptonite Games",E10+,1
Legends of Wrestling II,PS2,2002.0,Fighting,Acclaim Entertainment,0.16,0.13,0.0,0.04,0.33,59.0,15.0,6.7,6.0,Acclaim,T,1
World Stadium 3,PS,1999.0,Sports,Namco Bandai Games,0.0,0.0,0.31,0.02,0.33,75.0,,7.4,,Unknown,Unknown,1
LEGO Pirates of the Caribbean: The Video Game,PSP,2011.0,Action,Disney Interactive Studios,0.12,0.13,0.0,0.08,0.33,67.0,5.0,7.4,,Traveller's Tales,E10+,1
Extra Bases,GB,1990.0,Sports,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33,75.0,,7.4,,Unknown,Unknown,1
Super Power League 2,SNES,1994.0,Sports,Hudson Soft,0.0,0.0,0.33,0.0,0.33,75.0,,7.4,,Unknown,Unknown,1
Virtua Tennis 2009,X360,2009.0,Sports,Sega,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.2,15.0,Sumo Digital,E,1
Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,80.0,35.0,8.0,27.0,Capcom,T,1
MLB 09: The Show,PS2,2009.0,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,79.0,7.0,7.5,12.0,SCEA San Diego Studios,E,1
Cool Boarders 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,78.0,16.0,7.4,,Idol Minds,E,1
Hell's Kitchen: The Game,Wii,2008.0,Simulation,Ubisoft,0.3,0.0,0.0,0.03,0.33,70.0,,7.5,,Unknown,Unknown,1
Classic NES Series: Castlevania,GBA,2004.0,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,74.0,10.0,8.6,12.0,Konami,E,1
Scooby-Doo! First Frights,PS2,2009.0,Action,Warner Bros. Interactive Entertainment,0.14,0.03,0.0,0.16,0.33,68.0,,7.4,,Unknown,Unknown,1
Fight Night Round 3,XB,2006.0,Fighting,Electronic Arts,0.26,0.06,0.0,0.01,0.33,83.0,32.0,9.0,21.0,EA Chicago,T,1
GT Advance Championship Racing,GBA,2001.0,Racing,THQ,0.24,0.09,0.0,0.01,0.33,82.0,10.0,7.4,,MTO,E,1
Way of the Samurai 2,PS2,2003.0,Action,Capcom,0.05,0.04,0.23,0.01,0.33,59.0,32.0,9.0,24.0,Acquire,M,1
Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,86.0,25.0,8.2,15.0,Intelligent Systems,E,1
BattleTanx,N64,1998.0,Action,3DO,0.26,0.06,0.0,0.0,0.33,68.0,,7.4,,Unknown,Unknown,1
Custom Robo,N64,2008.0,Role-Playing,Nintendo,0.0,0.0,0.29,0.04,0.33,74.0,,7.8,,Unknown,Unknown,1
Naruto: Rise of a Ninja,X360,2007.0,Action,Ubisoft,0.29,0.01,0.0,0.03,0.33,78.0,35.0,8.6,84.0,Ubisoft Montreal,T,1
Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,0.26,0.04,0.0,0.03,0.33,60.0,4.0,5.4,9.0,Activision,T,1
Hatsune Miku: Project Diva Extend,PSP,2011.0,Misc,Sega,0.0,0.0,0.33,0.0,0.33,69.0,,7.1,,Unknown,Unknown,1
Pitfall 3D: Beyond the Jungle,PS,1998.0,Platform,Activision,0.18,0.12,0.0,0.02,0.33,69.0,,7.7,,Unknown,Unknown,1
Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33,84.0,54.0,6.4,42.0,Nippon Ichi Software,T,1
Clock Tower 3,PS2,2002.0,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33,69.0,28.0,7.6,38.0,SunSoft,M,1
Battle Dodge Ball,SNES,1991.0,Sports,Banpresto,0.0,0.0,0.33,0.0,0.33,75.0,,7.4,,Unknown,Unknown,1
Etrian Odyssey,DS,2007.0,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,75.0,30.0,8.5,37.0,"Lancarse, Atlus",T,1
Call Of Duty 2: Big Red One,GC,2005.0,Shooter,Activision,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,Treyarch,T,1
Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,Arc System Works,T,1
Night at the Museum: Battle of the Smithsonian,Wii,2009.0,Action,Majesco Entertainment,0.17,0.13,0.0,0.03,0.33,54.0,8.0,7.4,,"Pipeworks Software, Inc.",E10+,1
Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,Tecmo Koei,0.16,0.13,0.0,0.04,0.33,84.0,42.0,8.9,74.0,Nippon Ichi Software,T,1
NeoGeo Battle Coliseum,PS2,2005.0,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33,66.0,21.0,8.8,6.0,SNK Playmore,T,1
Resonance of Fate,X360,2010.0,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,Tri-Ace,T,1
Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,Electronic Arts,0.17,0.13,0.0,0.03,0.33,47.0,6.0,6.6,5.0,EA Bright Light,T,1
We Sing Deutsche Hits,Wii,2011.0,Misc,Nordic Games,0.0,0.29,0.0,0.04,0.33,69.0,,7.1,,Unknown,Unknown,1
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006.0,Platform,THQ,0.25,0.07,0.0,0.01,0.33,74.0,5.0,7.7,12.0,Blitz Games,E,1
MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33,83.0,14.0,8.4,12.0,SCEA San Diego Studios,E,1
Parodius,PS,1994.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.31,0.02,0.33,73.0,,7.4,,Unknown,Unknown,1
The X-Factor,Wii,2010.0,Misc,Deep Silver,0.0,0.28,0.0,0.04,0.33,69.0,,7.1,,Unknown,Unknown,1
Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33,62.0,4.0,7.7,6.0,Digital Eclipse,E,1
Sakura Wars 3: Paris wa Moeteiru ka,DC,2001.0,Adventure,Sega,0.0,0.0,0.33,0.0,0.33,66.0,,7.6,,Unknown,Unknown,1
Capcom Classics Collection Reloaded,PSP,2006.0,Misc,Capcom,0.26,0.0,0.03,0.03,0.33,75.0,27.0,7.1,,"Capcom, Klein Computer Entertainment",T,1
NCAA GameBreaker 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.33,69.0,9.0,7.4,,989 Sports,E,1
Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,0.24,0.09,0.0,0.01,0.33,55.0,4.0,7.8,6.0,Natsume,E,1
Naruto: Gekito Ninja Taisen! 4,GC,2005.0,Fighting,Tomy Corporation,0.0,0.0,0.32,0.01,0.33,72.0,,7.6,,Unknown,Unknown,1
Medal of Honor: Warfighter,PC,2012.0,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,599.0,Danger Close,M,1
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991.0,Strategy,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33,73.0,,7.8,,Unknown,Unknown,1
MVP Baseball 2005,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,88.0,20.0,8.7,16.0,EA Sports,E,1
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007.0,Misc,Rocket Company,0.0,0.0,0.33,0.0,0.33,69.0,,7.1,,Unknown,Unknown,1
SSX Blur,Wii,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,74.0,52.0,8.1,60.0,EA Montreal,E,1
DX Game of Life 2,PS,1997.0,Misc,Takara,0.0,0.0,0.31,0.02,0.33,69.0,,7.1,,Unknown,Unknown,1
Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,235.0,Spike Chunsoft,M,1
NBA Live 96,PS,1996.0,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33,75.0,,7.4,,Unknown,Unknown,1
Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,Electronic Arts,0.15,0.12,0.0,0.05,0.33,66.0,35.0,7.1,17.0,EA Bright Light,E10+,1
Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.16,0.0,0.05,0.33,73.0,,8.3,111.0,Creative Assembly,M,1
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007.0,Action,Tecmo Koei,0.0,0.0,0.33,0.0,0.33,68.0,,7.4,,Unknown,Unknown,1
Teen Titans,GC,2006.0,Action,THQ,0.25,0.07,0.0,0.01,0.33,63.0,11.0,6.9,11.0,Artificial Mind and Movement,E10+,1
Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,0.29,0.02,0.0,0.02,0.33,65.0,5.0,7.1,,"Terminal Reality, 4mm Games",T,1
MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,Rainbow Studios,E,1
Frogger II: Threeedeep!,2600,1983.0,Action,Parker Bros.,0.31,0.02,0.0,0.0,0.33,68.0,,7.4,,Unknown,Unknown,1
Binary Domain,PS3,2012.0,Action,Sega,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,Sega,M,1
NBA Live 06,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,76.0,14.0,7.4,,EA Canada,E,1
Fireball,2600,1981.0,Action,Starpath Corp.,0.3,0.02,0.0,0.0,0.33,68.0,,7.4,,Unknown,Unknown,1
Dr. Mario / Puzzle League,GBA,2005.0,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,74.0,14.0,7.5,,Intelligent Systems,E,1
Family Party: 90 Great Games Party Pack,Wii,2010.0,Misc,D3Publisher,0.31,0.0,0.0,0.02,0.33,69.0,,7.1,,D3Publisher,E10+,1
DECA Sports Freedom,X360,2010.0,Sports,Hudson Soft,0.27,0.04,0.0,0.02,0.33,26.0,16.0,3.7,9.0,AI,E10+,1
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995.0,Fighting,Tomy Corporation,0.0,0.0,0.3,0.02,0.33,72.0,,7.6,,Unknown,Unknown,1
NBA 2K10,PSP,2009.0,Sports,Take-Two Interactive,0.3,0.0,0.0,0.03,0.33,75.0,,8.1,13.0,Visual Concepts,E,1
Major League Baseball 2K6,XB,2006.0,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,71.0,21.0,5.7,12.0,Kush Games,E,1
Golden Axe: Beast Rider,X360,2008.0,Action,Sega,0.19,0.11,0.0,0.03,0.33,45.0,33.0,5.8,33.0,Secret Level,M,1
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004.0,Misc,Play It,0.16,0.12,0.0,0.04,0.33,69.0,,7.1,,Unknown,Unknown,1
EA Playground,DS,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,Piranha Games,E,1
Buzz! The Ultimate Music Quiz,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.25,0.0,0.08,0.33,69.0,,7.1,,Unknown,Unknown,1
Discovery Kids: Puppy Playtime,DS,2009.0,Simulation,505 Games,0.3,0.0,0.0,0.02,0.33,70.0,,7.5,,505 Games,E,1
The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32,86.0,30.0,8.5,1660.0,CD Projekt Red Studio,M,1
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004.0,Action,Konami Digital Entertainment,0.23,0.09,0.0,0.01,0.32,65.0,9.0,7.4,,Konami,E,1
Nicktoons: Movin',PS2,2004.0,Action,THQ,0.16,0.12,0.0,0.04,0.32,68.0,,7.4,,Mass Media,E,1
Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,Sanzaru Games,E,1
Chicken Riot,Wii,2010.0,Action,City Interactive,0.14,0.15,0.0,0.03,0.32,68.0,,7.4,,City Interactive,T,1
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,72.0,,7.6,,Unknown,Unknown,1
Might & Magic Heroes VI,PC,2011.0,Role-Playing,Ubisoft,0.13,0.14,0.0,0.05,0.32,74.0,,7.8,,Unknown,Unknown,1
Iron Man 2,Wii,2010.0,Action,Sega,0.15,0.15,0.0,0.03,0.32,41.0,11.0,4.6,12.0,High Voltage Software,T,1
SWAT: Global Strike Team,PS2,2003.0,Shooter,Vivendi Games,0.16,0.12,0.0,0.04,0.32,69.0,21.0,7.8,16.0,Argonaut Games,M,1
NCAA Basketball 10,X360,2009.0,Sports,Electronic Arts,0.3,0.0,0.0,0.02,0.32,75.0,22.0,7.4,,EA Canada,E,1
Championship Bass,PS,1999.0,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,75.0,,7.4,,Unknown,Unknown,1
The Adventures of Tintin: The Game,Wii,2011.0,Action,Ubisoft,0.12,0.16,0.0,0.04,0.32,68.0,,5.7,6.0,Ubisoft Montpellier,E10+,1
Battlestations: Pacific,X360,2009.0,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,76.0,48.0,7.4,41.0,Eidos Interactive,T,1
Elebits,Wii,2006.0,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.0,46.0,7.4,33.0,Konami,E,1
Style Lab: Jewelry Design,DS,2009.0,Simulation,Ubisoft,0.3,0.0,0.0,0.02,0.32,70.0,,7.5,,Ubisoft,E,1
Def Jam Rapstar,PS3,2010.0,Misc,Konami Digital Entertainment,0.25,0.04,0.0,0.03,0.32,75.0,25.0,6.3,4.0,"Terminal Reality, 4mm Games",T,1
Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,Sega,0.16,0.04,0.1,0.02,0.32,80.0,32.0,8.5,71.0,Sega,E10+,1
Just Dance 2016,XOne,2015.0,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,Ubisoft,E10+,1
Golden Axe: Beast Rider,PS3,2008.0,Action,Sega,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,Secret Level,M,1
Dead Space 2,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,974.0,Visceral Games,M,1
NHL Breakaway 98,N64,1998.0,Sports,Acclaim Entertainment,0.3,0.02,0.0,0.0,0.32,75.0,,7.4,,Unknown,Unknown,1
Momotarou Dentetsu 20-Shuunen,DS,2008.0,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32,69.0,,7.1,,Unknown,Unknown,1
Bratz: Girlz Really Rock,DS,2008.0,Action,THQ,0.18,0.11,0.0,0.03,0.32,68.0,,7.4,,Blitz Games,E,1
Minute to Win It,X360,2011.0,Misc,Zoo Games,0.3,0.0,0.0,0.02,0.32,69.0,,7.1,,Smack Down Productions,E,1
Kinetica,PS2,2001.0,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,77.0,21.0,8.3,21.0,SCE Santa Monica,T,1
The Black Eyed Peas Experience,X360,2011.0,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,iNiS,T,1
NBA Street V3,XB,2005.0,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,89.0,41.0,8.9,10.0,EA Canada,E,1
Bust-A-Move '99,PS,1997.0,Puzzle,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32,70.0,,7.5,,Unknown,Unknown,1
Dragon Quest Monsters 1·2,PS,2002.0,Role-Playing,Enix Corporation,0.0,0.0,0.3,0.02,0.32,74.0,,7.8,,Unknown,Unknown,1
Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision,0.25,0.05,0.0,0.03,0.32,50.0,8.0,5.2,16.0,n-Space,T,1
Remember Me,PS3,2013.0,Action,Capcom,0.1,0.17,0.0,0.06,0.32,72.0,37.0,7.4,424.0,DONTNOD Entertainment,M,1
Silent Hill: Downpour,X360,2012.0,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,Konami,M,1
OverBlood,PS,1996.0,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32,68.0,,7.4,,Unknown,Unknown,1
Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,Capcom Vancouver,M,1
ESPN X-Games Pro Boarder,PS,1997.0,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,75.0,,7.4,,Unknown,Unknown,1
Dragon Ball: XenoVerse,XOne,2015.0,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,Dimps Corporation,T,1
Eternal Sonata,X360,2007.0,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,97.0,Tri-Crescendo,T,1
Harvest Moon: Back to Nature,PS,1999.0,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,82.0,6.0,9.3,78.0,Victor Interactive Software,E,1
Dead or Alive 5,X360,2012.0,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,Team Ninja,M,1
